,genres,title,release_date,price,item_id,developer
326,Action,NecroVisioN: Lost Company,2010-02-19,6.99,46250,The Farm 51
327,Casual,Cradle of Persia,2007-12-01,9.99,38180,Awem Studio
328,Action,Aliens vs. Predator Swarm Map Pack,2010-03-18,7.49,10695,Rebellion
329,Action,Serious Sam Classic: The First Encounter,2001-03-21,9.99,41050,Croteam
330,Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19.99,24055,All Aboard
331,Action,Mount &amp; Blade: Warband,2010-03-31,19.99,48700,TaleWorlds Entertainment
332,Action,Coniclysm,2010-03-26,4.99,39900,ZoopTEK
333,Action,Plain Sight,2010-04-05,4.99,49900,Beatnik Games
334,Action,Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,42120,Fatshark
335,Action,Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.99,12220,Rockstar North / Toronto
336,Action,Dark Void™ Zero,2010-04-12,4.99,45730,Other Ocean Interactive
337,Indie,Fortix,2010-04-14,0.99,45400,Nemesys Games
338,Action,Beat Hazard,2010-04-15,9.99,49600,Cold Beam Games
339,Adventure,Sam &amp; Max: The Devil’s Playhouse,2010-04-15,19.99,901399,Telltale Games
340,Simulation,M.U.D. TV,2010-04-19,9.99,43500,Realmforge Studios
341,Simulation,Wings of Luftwaffe Add-on,2010-04-19,4.99,45302,Gaijin Entertainment
342,Adventure,The Misadventures of P.B. Winterbottom,2010-04-20,4.99,40930,The Odd Gentlemen
343,Action,AquaNox 2: Revelation,2003-08-19,4.99,39640,THQ Nordic
344,Action,AquaNox,2001-11-30,4.99,39630,THQ Nordic
345,Casual,Fluttabyes,2010-04-20,1.99,23150,Red Chain Games Ltd.
346,Casual,Hidden Expedition: Titanic,2006-07-19,9.99,50940,Big Fish Games
347,Casual,Hidden Expedition: Amazon,2008-06-19,9.99,50920,Big Fish Games
348,Strategy,Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)"
349,Casual,Fitness Dash™,2008-12-31,6.99,37340,Sarbakan
350,Casual,Gemini Lost™,2009-09-24,6.99,37390,PlayFirst
351,Casual,DinerTown Detective Agency™,2009-07-27,6.99,37310,Absolutist Ltd.
352,Casual,Hotel Dash™ Suite Success™,2009-12-24,6.99,49000,PlayFirst
353,Casual,Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6.99,37330,PlayFirst
354,Casual,The Nightshift Code™,2008-02-11,6.99,37320,PlayFirst
355,Casual,TriJinx: A Kristine Kross Mystery™,2007-12-31,6.99,37370,PlayFirst
356,Casual,Valerie Porter and the Scarlet Scandal™,2009-12-21,6.99,37380,PlayFirst
357,Action,Biozone,2010-05-07,9.99,19080,G5 Entertainment
358,Action,Rocket Knight,2010-05-11,14.99,19030,Climax Studios
359,Action,Flight of the Icarus,2010-05-12,4.99,49800,Muse Games
360,Casual,Puzzler World,2010-05-28,4.99,33650,Ideas Pad
361,Action,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19.99,901478,Ubisoft
362,Casual,Ziro,2010-05-28,4.99,33660,Kokakiki
363,Action,Altered Beast™,2010-06-01,2.99,34281,SEGA
364,Action,Comix Zone™,2010-06-01,2.99,34272,SEGA
365,Action,SEGA Mega Drive and Genesis Classics,2010-06-01,61.99,34270,D3T Limited
366,Action,Golden Axe™,2010-06-01,2.99,34276,SEGA
367,Action,Ecco the Dolphin™,2010-06-01,2.99,34274,SEGA
368,Strategy,Gain Ground™,2010-06-01,2.99,34275,SEGA
369,Action,Shinobi™ III: Return of the Ninja Master,2010-06-01,2.99,34277,SEGA
370,Action,Crack Down™,2010-06-01,2.99,34273,SEGA
371,Action,VectorMan™,2010-06-01,2.99,34280,SEGA
372,Action,Shadow Dancer™,2010-06-01,2.99,34282,SEGA
373,Action,Space Harrier™ II,2010-06-01,2.99,34279,SEGA
374,Action,Alpha Protocol™,2010-06-01,14.99,34010,Obsidian Entertainment
375,Action,Alien Breed: Impact,2010-06-03,9.99,22610,Team17 Software Ltd.
376,RPG,Fallout 3 - Point Lookout,2010-07-16,4.99,22440,Bethesda Game Studios
377,Strategy,Defense Grid: Resurgence Map Pack 1,2010-06-02,0.99,18508,Hidden Path Entertainment
378,RPG,Fallout 3 - Mothership Zeta,2010-07-16,4.99,22430,Bethesda Game Studios
379,RPG,Fallout 3 - Broken Steel,2010-07-16,4.99,22410,Bethesda Game Studios
380,RPG,Fallout 3 - The Pitt,2010-07-16,4.99,22420,Bethesda Game Studios
381,RPG,Fallout 3 - Operation Anchorage,2010-07-16,4.99,22400,Bethesda Game Studios
382,Simulation,SimCity™ 4 Deluxe Edition,2003-09-22,19.99,24780,"EA - Maxis,Aspyr (Mac)"
383,Strategy,Disciples III - Renaissance Steam Special Edition,2010-07-16,14.99,33670,"Akella,.dat"
384,Casual,Tidalis,2010-07-16,4.99,40420,"Arcen Games, LLC"
385,Action,Razor2: Hidden Skies,2010-07-19,9.99,34920,Invent4 Entertainment
386,Strategy,The Settlers 7: Uncharted Land Map Pack,2010-07-21,3.99,48136,Blue Byte
387,RPG,Dimensity,2008-12-08,9.99,46720,Dagger Games
388,Action,Kane &amp; Lynch 2: Dog Days,2010-08-17,9.99,28000,IO Interactive
389,Simulation,The Guild II Renaissance,2010-07-28,9.99,39680,Rune Forge
390,Strategy,Hearts of Iron III DLC: German II Spritepack,2010-07-26,0.99,25962,Paradox Interactive
391,Simulation,Trainz Simulator DLC: Blue Comet,2010-08-06,19.99,24634,N3V Games
392,Strategy,Fantasy Wars,2010-08-06,4.99,63900,Ino-Co
393,Action,Mafia II,2011-03-22,29.99,50130,"2K Czech,Feral Interactive (Mac)"
394,Simulation,Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4.99,24075,Dovetail Games
395,RPG,Puzzle Quest 2,2010-08-12,9.99,47540,Infinite Interactive
396,Action,Burn Zombie Burn!,2010-08-12,9.99,50510,doublesix
397,Indie,Madballs B*D*I Clan Skins,2010-08-16,1.99,25760,Playbrains
398,Indie,Madballs Scorched Evolution Skin Rollup,2010-08-16,1.99,25763,Playbrains
399,Indie,Madballs BDI Evolution Skin Rollup,2010-08-16,1.99,25762,Playbrains
400,Indie,Madballs Holiday Skin Rollup,2010-08-16,2.99,25764,Playbrains
401,Strategy,Victoria I Complete,2010-08-20,9.99,42980,Paradox Development Studio
402,Simulation,Ship Simulator Extremes,2010-08-27,19.99,48800,VStep
403,Strategy,Worms Reloaded,2010-08-26,19.99,22600,Team17 Digital Ltd
404,Indie,Making History II: The War of the World,2010-06-22,14.99,46770,Muzzy Lane Software
405,Action,Arma 2: British Armed Forces,2010-08-27,8.99,65700,Bohemia Interactive
406,Strategy,Victoria II,2010-08-30,19.99,42960,Paradox Development Studio
407,Indie,Madballs Scorched Clan Skins,2010-08-16,1.99,25761,Playbrains
408,Action,Kane &amp; Lynch 2: The Doggie Bag,2010-08-31,5.99,28010,IO Interactive
409,Action,Kane &amp; Lynch 2: Multiplayer Masks Pack,2010-08-31,1.99,28012,IO Interactive
410,Simulation,Trainz: Classic Cabon City,2010-09-01,19.99,24640,N3V Games
411,Action,Kane &amp; Lynch 2: Alliance Weapon Pack,2010-08-31,2.99,28011,IO Interactive
412,Strategy,Cossacks: Back to War,2002-11-01,4.99,4850,GSC Game World
413,Adventure,Broken Sword: Director's Cut,2010-09-02,5.99,57640,Revolution Software Ltd
414,Casual,Chime,2010-09-06,4.99,62100,Zoë Mode
415,Action,Mafia II DLC: Jimmy's Vendetta,2010-09-06,9.99,50145,"2K Czech,Feral Interactive (Mac)"
416,Action,Sniper: Ghost Warrior - Map Pack,2010-09-08,1.99,34841,City Interactive
417,Action,VVVVVV,2010-09-07,4.99,70300,Terry Cavanagh
418,Strategy,The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,3.99,48137,Blue Byte
419,Action,Amnesia: The Dark Descent,2010-09-08,19.99,57300,Frictional Games
420,RPG,Recettear: An Item Shop's Tale,2010-09-10,19.99,70400,EasyGameStation
421,Action,Swarm Arena,2010-08-19,3.99,46600,Dedication Games
422,Action,Super Thunder Blade™,2010-09-13,2.99,34314,SEGA
423,Action,Galaxy Force II™,2010-09-13,2.99,34310,SEGA
424,Simulation,Hacker Evolution,2010-09-14,4.99,70100,exosyphen studios
425,Indie,Hacker Evolution: Untold,2010-09-14,4.99,70110,exosyphen studios
426,Casual,Faerie Solitaire,2010-09-17,9.99,38600,Subsoap
427,Strategy,Patrician IV - Steam Special Edition,2010-09-17,14.99,57620,Gaming Minds Studios
428,Action,Bonanza Bros.™,2010-09-13,2.99,34284,SEGA
429,RPG,King's Bounty: Crossworlds,2010-09-17,14.99,63910,Katauri Interactive
430,Simulation,Train Simulator: Green &amp; Gold HST DMU Add-On,2010-09-17,4.99,24082,Dovetail Games
431,Strategy,Sid Meier's Civilization® V,2010-09-21,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)"
432,Strategy,Commander: Conquest of the Americas - Colonial Navy,2010-09-21,4.99,49310,Nitro Games
433,Action,Serious Sam Classic: The Second Encounter,2002-02-05,9.99,41060,Croteam
434,Indie,Star Ruler,2010-09-20,9.99,70900,Blind Mind Studios
435,Action,Blade Kitten,2010-09-22,2.99,9940,Krome Studios
436,Action,Alien Breed 2: Assault,2010-09-22,9.99,22650,Team17 Digital Ltd
437,Action,Darksiders™,2010-09-23,19.99,50620,Vigil Games
438,Simulation,X: Beyond the Frontier,1999-07-01,4.99,2840,Egosoft
439,Strategy,The Kings' Crusade,2010-10-08,9.99,42920,NeoCoreGames
440,Action,Guild Wars: Eye of the North®,2007-08-31,19.99,29700,ArenaNet®
441,Simulation,X: Tension,2000-06-01,4.99,2850,Egosoft
442,Adventure,Governor of Poker 2,2010-10-11,7.99,70200,I Sioux Game Productions B.V.
443,Adventure,Governor of Poker 2 - Premium Edition,2010-10-11,14.99,70210,I Sioux Game Productions B.V.
444,Action,Medal of Honor™,2010-10-12,19.99,47790,Electronic Arts
445,Indie,Grotesque Tactics: Evil Heroes,2010-10-15,9.99,46450,"Headup Games,Silent Dreams"
446,Action,Lost Planet® 2,2010-10-15,19.99,45750,"CAPCOM CO., LTD."
447,Adventure,Doc Clock: The Toasted Sandwich of Time,2010-10-15,4.99,57800,Stickmen Studios
448,Action,Fallout: New Vegas,2010-10-19,9.99,22380,Obsidian Entertainment
449,Action,The Polynomial - Space of the music,2010-10-15,6.99,67000,Dmytry Lavrov
450,Adventure,Puzzle Bots,2010-10-22,4.99,80300,Ivy Games
451,Indie,Nimbus,2010-10-25,9.99,50000,Noumenon Games
452,Strategy,Civilization V - Babylon (Nebuchadnezzar II),2010-10-25,4.99,16868,"Firaxis Games,Aspyr (Mac, Linux)"
453,Action,DeathSpank,2010-10-25,14.99,18040,Hothead Games
454,Action,Virtua Fighter™ 2,2010-10-26,2.99,71115,SEGA
455,Casual,Columns™ III,2010-10-26,2.99,34317,SEGA
456,RPG,Sword of Vermilion™,2010-10-26,2.99,71114,SEGA
457,Action,Golden Axe™ II,2010-10-26,2.99,71112,SEGA
458,Action,Sonic The Hedgehog,2010-10-26,4.99,71113,SEGA
459,Adventure,Ecco™: The Tides of Time,2010-10-26,2.99,34319,SEGA
460,Action,Bio-Hazard Battle™,2010-10-26,2.99,34316,SEGA
461,Action,Alien Storm,2010-10-26,2.99,34315,SEGA
462,Action,Shank,2010-10-25,9.99,6120,Klei Entertainment
463,Action,The Ball,2010-10-26,9.99,35460,Teotl Studios
464,Action,STAR WARS™: The Force Unleashed™ II,2010-10-26,19.99,32500,Aspyr Studios
465,Action,Flight Control HD,2010-11-18,4.99,62000,Firemint
466,RPG,Patrician III,2010-11-18,4.99,33570,Ascaron Entertainment ltd.
467,Action,BIT.TRIP BEAT,2010-11-02,9.99,63700,Gaijin Games
468,Simulation,Theatre of War 2 - Battle for Caen,2010-11-02,1.99,46362,1C Company
469,Casual,Woody Two-Legs: Attack of the Zombie Pirates,2010-11-02,4.99,49320,Nitro Games
470,Adventure,Clones,2010-11-18,4.99,72400,Tomkorp Computer Solutions Inc.
471,Strategy,Victoria II: Interwar Spritepack,2010-11-02,1.99,42964,Paradox Interactive
472,Action,Front Mission Evolved: Wanzer Pack 2,2010-11-02,3.99,43011,Double Helix Games
473,Action,Pound of Ground,2010-11-05,9.99,33980,Centauri Production
474,Casual,Pat &amp; Mat,2009-10-01,6.99,65710,Centauri Production
475,Adventure,Alternativa,2010-11-03,12.99,33990,Centauri Production
476,Casual,Fish Fillets 2,2007-04-05,4.99,33950,Altar Games
477,Strategy,Archon Classic,2010-11-02,9.99,65400,React Games
478,Action,Call of Duty®: Black Ops,2010-11-09,39.99,42700,Treyarch
479,Indie,Rhythm Zone Tornado Visualizer DLC,2010-11-09,0.99,38923,Sonic Boom Games
480,Action,Oddworld: Munch's Oddysee,2010-12-20,4.99,15740,Oddworld Inhabitants
481,Indie,Rhythm Zone DJ Table Visualizer DLC,2010-11-09,1.99,38924,Sonic Boom Games
482,Action,Oddworld: Stranger's Wrath HD,2010-12-20,9.99,15750,Oddworld Inhabitants
483,Casual,Clickr,2010-12-23,4.99,45500,"Ntreev Soft Co., Ltd."
484,Adventure,Back to the Future: The Game,2010-12-23,19.99,31290,Telltale Games
485,Action,Grand Theft Auto III,2002-05-21,9.99,12100,Rockstar Games
486,Action,Grand Theft Auto: San Andreas,2005-06-06,14.99,12120,Rockstar Games
487,Action,Lara Croft GoL: Raziel and Kain Character Pack,2011-01-07,3.49,35135,Crystal Dynamics Inc.
488,Action,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011-01-07,3.49,35137,Crystal Dynamics Inc.
489,Action,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011-01-07,3.49,35138,Crystal Dynamics
490,Action,Lara Croft GoL: All the Trappings - Challenge Pack 1,2011-01-07,3.49,35136,Crystal Dynamics Inc.
491,Action,Grand Theft Auto: Vice City,2003-05-13,9.99,12110,Rockstar Games
492,Action,Zeit²,2011-01-12,9.99,33390,Brightside Games
493,Action,A.R.E.S.: Extinction Agenda,2011-01-20,4.99,92300,Extend Studio
494,Action,APOX,2011-01-20,14.99,80000,BlueGiant Interactive
495,Action,Dead Space™ 2,2011-01-25,19.99,47780,Visceral Games
496,Adventure,Drawn®: The Painted Tower,2011-01-19,9.99,51060,Big Fish Studios
497,Adventure,Kaptain Brawe: A Brawe New World,2011-01-20,4.99,65080,Cateia Games
498,Action,Monday Night Combat,2011-01-24,4.99,63200,Uber Entertainment
499,Action,Luxor: 5th Passage,2011-01-25,9.99,60340,MumboJumbo
500,Action,Alien Soldier,2011-01-26,2.99,71116,SEGA
501,RPG,Shining in the Darkness,2011-01-26,2.99,71161,SEGA
502,RPG,Light Crusader,2011-01-26,2.99,71119,SEGA
503,RPG,Landstalker: The Treasures of King Nole,2011-01-26,2.99,71118,SEGA
504,Action,Gunstar Heroes,2011-01-26,2.99,71117,SEGA
505,Adventure,ToeJam &amp; Earl,2011-01-26,4.99,71166,SEGA
506,Action,Streets of Rage 2,2011-01-26,2.99,71165,SEGA
507,Action,Sonic The Hedgehog 2,2011-01-26,4.99,71163,SEGA
508,Action,Streets of Rage,2011-01-26,2.99,71164,SEGA
509,RPG,Shining Force II,2011-01-26,2.99,71160,SEGA
510,RPG,Shining Force,2011-01-26,2.99,71120,SEGA
511,Simulation,The Sims™ 3,2009-06-02,19.99,47890,The Sims Studio
512,Simulation,Ship Simulator Extremes: Sigita Pack,2011-01-26,3.99,48802,VStep
513,Simulation,The Sims™ 3 Fast Lane Stuff,2010-09-07,19.99,47896,The Sims Studio
514,Simulation,The Sims™ 3 World Adventures,2009-11-17,19.99,47892,The Sims Studio
515,Simulation,The Sims™ 3 Late Night,2010-10-26,19.99,47894,The Sims Studio
516,Simulation,The Sims™ 3 Ambitions,2010-06-02,19.99,47893,The Sims Studio
517,Simulation,The Sims™ 3 High-End Loft Stuff,2010-02-02,19.99,47895,The Sims Studio
518,Casual,Trino,2011-01-27,4.99,42000,Trinoteam
519,Casual,Mishap 2: An Intentional Haunting - Collector's Edition,2011-01-28,14.99,47570,Virtual Prophecy Entertainment
520,Simulation,The Sims™ 3 Outdoor Living Stuff,2011-02-01,19.99,47897,The Sims Studio
521,Action,Who's That Flying?!,2011-01-31,5.99,57700,Mediatonic
522,Adventure,Myst: Masterpiece Edition,2011-02-02,5.99,63660,Cyan Worlds
523,Strategy,Guardians of Graxia: Elves &amp; Dwarves,2011-02-01,2.99,90504,Petroglyph
524,RPG,Two Worlds II HD,2011-02-03,19.99,7520,Reality Pump Studios
525,RPG,King Arthur: The Druids,2011-02-03,3.99,24449,NeoCoreGames
526,Strategy,Gratuitous Space Battles: Galactic Conquest,2011-02-11,6.99,41814,Positech Games
527,Strategy,The Kings' Crusade: New Allies,2011-02-09,3.99,42925,NeoCoreGames
528,RPG,DUNGEONS - Steam Special Edition,2011-02-10,9.99,57650,Realmforge Studios
529,Indie,AI War: Light of the Spire,2011-02-14,4.99,40407,"Arcen Games, LLC"
530,RPG,Drakensang: The River of Time,2011-01-11,19.99,33770,DTP
531,Strategy,RISK™: Factions,2011-03-08,9.99,47800,Stainless Games
532,Casual,Crazy Machines 2: Time Travel Add-On,2011-03-11,4.99,18408,Fakt Software
533,Action,BIT.TRIP RUNNER,2011-02-28,9.99,63710,Gaijin Games
534,Action,Homefront,2011-03-14,19.99,55100,"Kaos Studios,Digital Extremes"
535,Casual,Fate of the World,2011-02-28,9.99,80200,Red Redemption
536,Indie,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,2.99,92400,Copenhagen Game Collective
537,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011-02-28,0.99,56435,"Relic Entertainment,Feral Interactive (Mac/Linux)"
538,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011-02-28,2.99,56433,"Relic Entertainment,Feral Interactive (Mac/Linux)"
539,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28,0.99,56432,"Relic Entertainment,Feral interactive (Mac/Linux)"
540,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011-02-28,0.99,56431,"Relic Entertainment,Feral interactive (Mac/Linux)"
541,Strategy,"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,29.99,56437,"Relic Entertainment,Feral Interactive (Mac/Linux)"
542,Indie,Dinner Date,2011-03-01,3.99,94000,Stout Games
543,Strategy,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28,2.99,56434,"Relic Entertainment,Feral Interactive (Mac/Linux)"
544,Action,Shadow Harvest: Phantom Ops,2011-04-05,9.99,92700,Black Lion Studios
545,Simulation,Cities in Motion: Design Classics,2011-04-05,3.99,73012,Colossal Order Ltd.
546,Simulation,Ship Simulator Extremes: Ferry Pack,2011-04-05,3.99,48803,VStep
547,Strategy,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06,6.99,56536,"Relic Entertainment,Feral Interactive (Mac/Linux)"
548,Racing,STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08,3.99,44620,SimBin
549,Action,Anomaly: Warzone Earth,2011-04-08,9.99,91200,11 bit studios
550,Strategy,Armada 2526,2010-06-10,14.99,46790,Ntronium Games
551,Strategy,Darkest Hour: A Hearts of Iron Game,2011-04-08,9.99,73170,Martin Ivanov
552,Strategy,Dungeons: Into the Dark DLC Pack,2011-04-11,3.99,57655,Realmforge Studios
553,Action,Dino D-Day,2011-04-08,9.99,70000,800 North and Digital Ranch
554,Strategy,Patrician IV: Rise of a Dynasty,2011-04-11,9.99,57730,Gaming Minds Studios
555,Action,Portal 2,2011-04-18,19.99,620,Valve
556,Action,Magicka: Vietnam,2011-04-12,4.99,42918,Arrowhead Game Studios
557,Action,Sanctum,2011-04-15,9.99,91600,Coffee Stain Studios
558,Strategy,Majesty 2 Collection,2011-04-19,19.99,73020,1C:InoCo
559,Strategy,"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2011-05-26,2.99,56482,"Relic Entertainment,Feral Interactive (Mac/Linux)"
560,Strategy,Dawn of War II: Retribution – The Last Stand,2011-04-20,9.99,56438,"Relic Entertainment,Feral Interactive (Mac/Linux)"
561,Strategy,"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2011-05-26,2.99,56481,"Relic Entertainment,Feral Interactive (Mac/Linux)"
562,Indie,Frozen Synapse,2011-05-26,24.99,98200,Mode 7
563,Strategy,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2011-05-26,2.99,56480,"Relic Entertainment,Feral Interactive (Mac/Linux)"
564,Adventure,Winter Voices Episode 4: Amethyst Rivers,2011-05-27,4.99,72905,inner seas
565,Action,Hunted: The Demon’s Forge™,2011-05-30,4.99,22450,inXile Entertainment
566,Adventure,Hamilton's Great Adventure,2011-05-31,9.99,42140,Fatshark
567,Simulation,The Sims™ 3 Generations,2011-05-31,19.99,47898,The Sims Studio
568,Simulation,Cities in Motion: Tokyo,2011-05-31,5.99,73181,Colossal Order Ltd.
569,Action,Magicka: Nippon,2011-05-31,0.99,73031,Arrowhead Game Studios
570,Action,Ghostbusters: Sanctum of Slime Challenge Pack DLC,2011-06-01,1.99,9992,Behaviour
571,Adventure,Still Life 2,2009-08-10,7.99,46490,Microids
572,Adventure,Still Life,2005-06-06,7.99,46480,Microids
573,Action,Call of Duty®: Black Ops Escalation Content Pack,2011-06-02,14.99,42718,Treyarch
574,Action,Dungeon Siege III,2011-06-20,14.99,39160,Obsidian Entertainment
575,Action,Duke Nukem Forever,2011-06-13,19.99,57900,Gearbox Software
576,Strategy,Spectromancer - Truth &amp; Beauty,2011-06-13,9.99,22520,"Apus Software,Three Donkeys LLC"
577,Simulation,Cities in Motion: Design Now,2011-06-14,3.99,73014,Colossal Order Ltd.
578,Strategy,Two Worlds II Castle Defense,2011-06-14,9.99,7530,Reality Pump Studios
579,Strategy,Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,19.99,49470,Stainless Games Ltd
580,Indie,Ancients of Ooga,2011-05-20,9.99,91810,Bacon Wrapped Games
581,Action,Beat Hazard Ultra,2011-06-16,4.99,49604,Cold Beam Games
582,Strategy,Frozen Synapse: Soundtrack,2011-06-16,5.99,98210,Mode 7
583,Indie,Solar 2,2011-06-17,9.99,97000,Murudai
584,Strategy,Ironclads: Schleswig War 1864,2011-06-21,9.99,46760,Totem Games
585,Strategy,Ironclads: Anglo Russian War 1866,2011-06-21,9.99,46830,Totem games
586,Action,Magicka: Final Frontier,2011-06-21,2.99,73035,Arrowhead Game Studios
587,Strategy,Ironclads: Chincha Islands War 1866,2011-06-21,9.99,46840,Totem Games
